Fold,Image,GT_Class,GT_Box,Pred_Class,Pred_Box,IOU,Match,Class_Correct
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"711.0,186.0,813.0,299.0",0.0,"720.1,187.8,822.5,301.2",0.806,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"894.0,1168.0,1042.0,1327.0",0.0,"901.2,1164.8,1044.0,1321.1",0.887,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1332.0,88.0,1426.0,193.0",0.0,"1330.2,40.9,1434.6,193.1",0.621,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1439.0,273.0,1584.0,399.0",0.0,"1442.3,279.4,1590.3,389.3",0.821,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1715.0,281.0,1891.0,429.0",0.0,"1718.8,281.4,1886.8,417.5",0.878,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"455.0,393.0,559.0,491.0",0.0,"459.9,392.8,556.4,488.1",0.899,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1035.0,1072.0,1178.0,1183.0",0.0,"1047.0,1077.2,1169.5,1183.2",0.815,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1345.0,297.0,1504.0,427.0",0.0,"1336.8,305.3,1509.3,428.1",0.860,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1128.0,1073.0,1236.0,1196.0",0.0,"1132.1,1079.5,1238.6,1212.9",0.787,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1065.0,1163.0,1192.0,1262.0",0.0,"1074.3,1155.4,1185.8,1257.0",0.781,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,1,"1012.0,473.0,1176.0,604.0",1.0,"1013.6,469.4,1161.9,575.5",0.691,Yes,Yes
1,23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,0,"1334.0,39.0,1440.0,129.0",,,,No,No
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"749.0,58.0,892.0,200.0",0.0,"748.2,58.5,890.4,201.1",0.972,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"247.0,696.0,389.0,832.0",0.0,"246.3,698.7,389.7,838.4",0.927,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"984.0,526.0,1115.0,654.0",0.0,"987.0,523.8,1117.3,654.5",0.941,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"648.0,148.0,781.0,288.0",0.0,"649.7,149.0,782.8,286.6",0.957,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"121.0,705.0,263.0,855.0",0.0,"123.2,706.8,260.9,853.7",0.949,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1488.0,132.0,1627.0,278.0",0.0,"1490.7,135.0,1630.1,280.3",0.926,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1136.0,710.0,1277.0,849.0",0.0,"1138.4,707.9,1277.3,851.2",0.952,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"811.0,329.0,958.0,477.0",0.0,"812.3,330.3,958.4,476.9",0.980,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"983.0,634.0,1124.0,759.0",0.0,"982.5,631.9,1125.2,758.2",0.965,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"119.0,1134.0,251.0,1262.0",0.0,"117.0,1130.4,250.7,1264.1",0.941,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"188.0,570.0,334.0,704.0",0.0,"185.9,568.2,331.3,702.5",0.944,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1045.0,804.0,1176.0,940.0",0.0,"1040.8,803.1,1180.9,942.1",0.914,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"123.0,942.0,262.0,1077.0",0.0,"118.0,945.0,267.0,1077.8",0.908,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1301.0,522.0,1433.0,671.0",0.0,"1308.4,519.2,1436.1,672.4",0.898,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"338.0,574.0,460.0,688.0",0.0,"341.1,579.3,453.3,681.0",0.820,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1378.0,147.0,1512.0,284.0",0.0,"1383.3,144.2,1516.7,284.3",0.909,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1655.0,495.0,1798.0,626.0",0.0,"1655.7,494.0,1798.6,625.4",0.980,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"987.0,21.0,1143.0,164.0",0.0,"988.0,21.6,1147.9,165.2",0.951,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1298.0,303.0,1444.0,448.0",0.0,"1297.1,301.4,1445.2,448.7",0.971,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"836.0,230.0,939.0,339.0",0.0,"830.8,227.3,946.6,337.7",0.860,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"510.0,1201.0,668.0,1335.0",0.0,"508.7,1201.9,670.0,1336.8",0.961,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"615.0,812.0,786.0,930.0",0.0,"612.1,811.4,785.7,937.3",0.919,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1422.0,28.0,1566.0,154.0",0.0,"1420.9,26.7,1570.1,156.8",0.935,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"328.0,937.0,468.0,1090.0",0.0,"328.0,942.5,479.4,1090.3",0.892,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"256.0,1033.0,416.0,1168.0",0.0,"251.7,1029.6,420.5,1165.6",0.908,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1193.0,99.0,1317.0,233.0",0.0,"1195.4,99.9,1316.0,248.7",0.867,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1033.0,129.0,1199.0,277.0",0.0,"1036.9,128.5,1198.5,278.6",0.961,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"826.0,1179.0,988.0,1275.0",0.0,"818.0,1170.4,988.4,1283.0",0.811,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1282.0,16.0,1427.0,169.0",0.0,"1283.0,17.6,1426.7,169.9",0.975,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"251.0,814.0,401.0,967.0",0.0,"248.9,821.2,405.7,973.5",0.876,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1221.0,645.0,1378.0,766.0",0.0,"1221.1,655.1,1373.6,769.4",0.867,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1116.0,580.0,1238.0,713.0",0.0,"1115.8,579.6,1240.6,710.2",0.955,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1547.0,476.0,1674.0,639.0",0.0,"1529.9,472.9,1679.3,643.2",0.814,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"917.0,404.0,1048.0,523.0",0.0,"916.1,398.4,1054.9,533.0",0.835,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1042.0,399.0,1172.0,548.0",0.0,"1039.7,389.1,1179.1,546.2",0.864,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"697.0,1125.0,877.0,1252.0",0.0,"700.1,1115.1,882.0,1257.4",0.855,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"494.0,1084.0,666.0,1223.0",0.0,"487.0,1091.1,666.6,1220.9",0.896,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1420.0,475.0,1565.0,659.0",0.0,"1422.6,472.9,1564.7,663.4",0.947,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1089.0,256.0,1241.0,381.0",0.0,"1098.3,255.3,1246.3,391.0",0.840,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"646.0,898.0,797.0,1063.0",0.0,"642.7,906.8,795.7,1063.1",0.919,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"14.0,427.0,170.0,573.0",0.0,"9.3,423.2,174.1,579.2",0.885,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1209.0,327.0,1340.0,503.0",0.0,"1208.4,333.6,1340.8,492.1",0.892,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1232.0,182.0,1392.0,327.0",0.0,"1231.4,181.4,1386.1,329.8",0.939,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1420.0,266.0,1567.0,406.0",0.0,"1422.4,262.7,1566.9,394.2",0.880,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"371.0,735.0,522.0,886.0",0.0,"368.3,737.9,534.1,878.1",0.851,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"815.0,776.0,1017.0,914.0",0.0,"815.3,777.6,1012.1,924.8",0.895,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"723.0,1022.0,897.0,1137.0",0.0,"718.4,1021.6,885.4,1138.6",0.895,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"871.0,879.0,1058.0,992.0",0.0,"873.0,880.8,1052.5,995.1",0.920,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"25.0,836.0,197.0,958.0",0.0,"21.8,832.1,198.0,962.2",0.915,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"835.0,963.0,1006.0,1091.0",0.0,"837.4,953.3,1005.3,1086.9",0.884,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"447.0,924.0,597.0,1047.0",0.0,"437.8,920.1,605.4,1043.0",0.842,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"742.0,727.0,871.0,866.0",0.0,"739.3,724.8,872.3,872.0",0.916,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1658.0,393.0,1813.0,512.0",0.0,"1657.4,389.4,1812.3,517.9",0.919,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1526.0,258.0,1680.0,410.0",0.0,"1510.4,256.8,1677.7,403.2",0.851,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"220.0,1140.0,379.0,1291.0",0.0,"216.5,1143.2,373.7,1289.3",0.916,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1592.0,311.0,1776.0,457.0",0.0,"1586.8,312.3,1773.9,456.8",0.952,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1375.0,394.0,1553.0,531.0",0.0,"1375.9,394.1,1548.8,536.7",0.933,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"567.0,874.0,682.0,1096.0",0.0,"553.9,885.9,684.1,1093.2",0.832,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"191.0,1258.0,357.0,1373.0",0.0,"193.6,1264.7,355.9,1375.4",0.902,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"48.0,1032.0,170.0,1192.0",0.0,"47.4,1036.4,172.7,1196.8",0.920,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"439.0,1031.0,606.0,1137.0",0.0,"437.0,1027.9,642.9,1141.8",0.755,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,1,"813.0,471.0,1002.0,619.0",1.0,"814.6,471.2,997.3,620.4",0.957,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,1,"880.0,88.0,1029.0,256.0",1.0,"882.2,90.1,1026.7,253.6",0.945,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"320.0,1194.0,460.0,1324.0",0.0,"311.6,1195.0,456.1,1331.3",0.863,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,1,"935.0,243.0,1120.0,420.0",0.0,"942.6,234.4,1124.1,419.4",0.893,Yes,No
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1195.0,486.0,1336.0,652.0",0.0,"1204.8,496.0,1334.8,656.5",0.846,Yes,Yes
1,25865b39-56fb-409a-8800-3d368dd264ed.jpg,0,"1145.0,369.0,1252.0,568.0",0.0,"1137.0,379.8,1264.2,562.5",0.783,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"311.0,1197.0,447.0,1321.0",0.0,"315.3,1198.4,445.6,1318.0",0.925,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"15.0,1073.0,140.0,1195.0",0.0,"25.1,1075.2,140.0,1188.4",0.852,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"734.0,851.0,882.0,973.0",0.0,"737.5,848.3,883.3,973.6",0.943,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"904.0,698.0,1048.0,841.0",0.0,"902.9,700.4,1048.6,841.9",0.966,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"664.0,981.0,797.0,1102.0",0.0,"665.8,979.6,796.9,1103.6",0.962,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"319.0,776.0,460.0,907.0",0.0,"321.2,777.3,464.5,906.0",0.938,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"480.0,933.0,626.0,1061.0",0.0,"476.6,929.1,628.9,1059.5",0.920,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1661.0,411.0,1799.0,546.0",0.0,"1665.0,413.2,1802.1,546.6",0.930,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1634.0,1157.0,1791.0,1289.0",0.0,"1628.6,1160.3,1781.8,1296.2",0.844,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"157.0,1082.0,276.0,1193.0",0.0,"172.0,1082.1,272.0,1180.7",0.747,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1714.0,1026.0,1858.0,1162.0",0.0,"1712.8,1024.6,1863.6,1162.2",0.944,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1671.0,10.0,1800.0,140.0",0.0,"1670.9,19.6,1799.2,142.2",0.904,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"643.0,1250.0,765.0,1376.0",0.0,"656.5,1250.2,766.4,1375.7",0.876,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"971.0,93.0,1112.0,240.0",0.0,"969.7,91.5,1111.4,241.0",0.970,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1448.0,1236.0,1599.0,1369.0",0.0,"1445.8,1236.3,1598.2,1371.6",0.960,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1295.0,317.0,1447.0,443.0",0.0,"1295.3,315.0,1448.0,445.8",0.955,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1156.0,1214.0,1312.0,1356.0",0.0,"1155.8,1214.0,1312.7,1357.5",0.984,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1515.0,119.0,1663.0,249.0",0.0,"1517.7,118.9,1667.2,248.7",0.952,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"0.0,531.0,132.0,678.0",0.0,"1.9,528.0,133.8,677.4",0.950,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"0.0,885.0,132.0,1010.0",0.0,"3.0,883.2,132.8,1006.7",0.933,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1524.0,387.0,1674.0,524.0",0.0,"1525.8,387.8,1673.1,525.4",0.966,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1344.0,1103.0,1475.0,1234.0",0.0,"1331.2,1099.8,1481.2,1240.5",0.813,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1494.0,554.0,1627.0,685.0",0.0,"1479.0,555.0,1635.5,697.2",0.773,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1144.0,131.0,1311.0,269.0",0.0,"1146.7,124.9,1316.2,272.7",0.891,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1171.0,383.0,1324.0,540.0",0.0,"1162.9,382.9,1323.3,549.9",0.889,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"1476.0,725.0,1625.0,869.0",0.0,"1475.7,721.3,1625.6,872.0",0.950,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,0,"404.0,1113.0,485.0,1234.0",0.0,"401.0,1107.4,493.5,1238.7",0.807,Yes,Yes
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,1,"1578.0,240.0,1727.0,377.0",0.0,"1576.0,236.4,1734.0,390.1",0.840,Yes,No
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,1,"834.0,164.0,988.0,297.0",0.0,"833.0,156.4,992.5,304.2",0.869,Yes,No
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,1,"752.0,711.0,889.0,846.0",0.0,"746.2,710.4,893.9,851.0",0.890,Yes,No
1,291fe50c-2134-4708-bfa4-09b36ffea123.jpg,1,"765.0,273.0,914.0,416.0",0.0,"766.9,268.4,916.7,420.9",0.911,Yes,No
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1355.0,515.0,1481.0,646.0",0.0,"1359.7,514.4,1482.7,642.5",0.921,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"555.0,246.0,682.0,369.0",0.0,"551.4,244.8,687.8,379.3",0.852,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"942.0,573.0,1066.0,678.0",0.0,"942.6,571.7,1085.2,688.7",0.774,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1713.0,700.0,1828.0,829.0",0.0,"1715.7,700.3,1827.3,826.4",0.949,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1424.0,321.0,1550.0,434.0",0.0,"1431.9,323.4,1551.4,433.6",0.905,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"498.0,59.0,645.0,179.0",0.0,"500.3,59.1,645.8,180.0",0.970,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"223.0,670.0,373.0,798.0",0.0,"223.8,669.2,371.1,802.9",0.941,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"815.0,37.0,954.0,161.0",0.0,"818.8,35.9,952.2,162.2",0.943,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"84.0,651.0,218.0,787.0",0.0,"84.8,648.0,217.6,789.3",0.954,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"767.0,152.0,915.0,291.0",0.0,"767.9,151.4,913.8,291.1",0.982,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"78.0,780.0,211.0,914.0",0.0,"82.9,780.3,208.0,914.0",0.938,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1164.0,730.0,1296.0,842.0",0.0,"1159.0,725.0,1300.4,850.7",0.832,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"672.0,215.0,822.0,373.0",0.0,"670.5,215.1,819.2,371.8",0.964,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1088.0,418.0,1228.0,533.0",0.0,"1090.1,417.4,1226.7,525.7",0.909,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1267.0,895.0,1399.0,1014.0",0.0,"1270.7,894.2,1398.9,1012.9",0.957,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1199.0,335.0,1296.0,449.0",0.0,"1189.2,330.8,1301.8,449.9",0.825,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1801.0,807.0,1935.0,931.0",0.0,"1809.7,800.5,1936.3,930.9",0.882,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"822.0,365.0,965.0,503.0",0.0,"823.9,370.8,962.3,501.8",0.919,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1660.0,532.0,1787.0,646.0",0.0,"1668.0,536.2,1784.5,643.4",0.862,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"702.0,708.0,850.0,824.0",0.0,"704.1,711.6,848.5,829.1",0.906,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"851.0,734.0,951.0,855.0",0.0,"845.3,728.6,956.2,868.2",0.781,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"304.0,1003.0,452.0,1146.0",0.0,"305.0,1005.0,450.9,1146.8",0.967,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"181.0,570.0,313.0,700.0",0.0,"183.8,566.9,314.9,705.9",0.904,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"390.0,408.0,533.0,540.0",0.0,"390.3,407.2,536.4,542.2",0.953,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1668.0,787.0,1806.0,928.0",0.0,"1669.8,789.9,1809.6,922.1",0.904,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"539.0,1147.0,685.0,1293.0",0.0,"539.4,1155.9,686.9,1301.6",0.874,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"195.0,917.0,341.0,1055.0",0.0,"197.6,914.7,341.2,1058.8",0.940,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"715.0,822.0,856.0,944.0",0.0,"716.7,819.5,853.1,941.5",0.929,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"971.0,927.0,1152.0,1042.0",0.0,"977.6,925.9,1153.1,1043.3",0.938,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1118.0,854.0,1269.0,994.0",0.0,"1116.9,855.9,1269.7,991.9",0.960,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1547.0,481.0,1711.0,584.0",0.0,"1557.9,488.0,1732.5,594.1",0.710,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1217.0,570.0,1339.0,681.0",0.0,"1194.2,564.5,1343.5,725.7",0.563,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"845.0,255.0,1001.0,374.0",0.0,"831.2,262.2,995.3,369.9",0.808,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"188.0,791.0,348.0,930.0",0.0,"191.9,786.6,344.9,936.6",0.889,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1533.0,752.0,1660.0,862.0",0.0,"1538.6,750.8,1661.3,868.9",0.884,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1602.0,376.0,1722.0,481.0",0.0,"1602.0,365.8,1724.7,478.8",0.873,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"742.0,340.0,887.0,483.0",0.0,"747.1,336.5,884.6,481.1",0.915,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"294.0,550.0,419.0,691.0",0.0,"293.6,550.2,422.3,702.0",0.900,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"337.0,215.0,473.0,342.0",0.0,"328.5,208.1,476.7,341.2",0.865,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1015.0,695.0,1161.0,815.0",0.0,"1011.6,687.1,1165.1,810.7",0.862,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"799.0,559.0,935.0,657.0",0.0,"773.5,563.1,931.2,652.7",0.759,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"486.0,334.0,615.0,450.0",0.0,"480.5,327.4,617.9,456.0",0.848,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"183.0,360.0,315.0,513.0",0.0,"184.1,360.5,313.1,514.5",0.964,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"450.0,158.0,605.0,299.0",0.0,"447.7,153.0,604.1,294.2",0.915,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"912.0,60.0,1045.0,219.0",0.0,"913.4,64.4,1041.9,219.5",0.937,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"910.0,666.0,1029.0,825.0",0.0,"913.8,667.4,1024.1,806.0",0.809,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"774.0,1110.0,916.0,1243.0",0.0,"764.9,1104.6,912.6,1244.2",0.875,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1133.0,1060.0,1271.0,1187.0",0.0,"1136.4,1058.7,1270.4,1187.5",0.958,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"816.0,1213.0,984.0,1347.0",0.0,"824.2,1214.9,981.3,1352.3",0.889,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,1,"581.0,830.0,714.0,956.0",0.0,"577.1,832.3,727.7,964.8",0.812,Yes,No
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"297.0,406.0,412.0,550.0",0.0,"293.2,413.0,420.6,555.1",0.834,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"1566.0,835.0,1722.0,976.0",0.0,"1565.6,834.1,1727.0,979.2",0.940,Yes,Yes
1,294bc238-efdb-4f88-b83b-f41fe5750106.jpg,0,"493.0,898.0,655.0,1020.0",0.0,"499.9,899.0,643.0,1025.0",0.845,Yes,Yes
